,Port Returns,Port Risk,Sharpe Ratio,Portfolio Weights
124,0.7191602856357668,0.7254724153377595,0.9912992836549768,[0.31358335 0.29170065 0.394716  ]
125,0.7055769955742411,0.7121194242323025,0.9908127366907392,[0.32626441 0.37264869 0.3010869 ]
126,0.669952517308481,0.6841621316682116,0.979230633059034,[0.41557529 0.5256666  0.05875811]
127,0.6755961413161797,0.6698837677203798,1.0085274100837511,[0.48006116 0.41826067 0.10167817]
128,0.737768818341183,0.7981504391760685,0.924348070399839,[0.07972959 0.40975866 0.51051175]
129,0.7202018596929113,0.6924425237166105,1.040089011037776,[0.49688175 0.09060633 0.41251192]
130,0.6604513935803108,0.646545338782257,1.0215082438367669,[0.615693   0.38002141 0.00428559]
131,0.729932060965455,0.7448692366159917,0.9799465799951712,[0.27435067 0.25836484 0.46728449]
132,0.7008145443024976,0.7064120562041395,0.9920761376416481,[0.33972124 0.39150012 0.26877864]
133,0.7781448581728886,0.8588915633826882,0.9059873112598941,[0.07803821 0.13106533 0.79089647]
134,0.7110459316231938,0.7811883868184287,0.9102105761186411,[0.05985904 0.61641116 0.3237298 ]
135,0.7369952855427506,0.787935556980721,0.935349698352023,[0.11831084 0.37432817 0.507361  ]
136,0.7595231695451502,0.8436875291577292,0.900242261851847,[0.00791059 0.33459338 0.65749603]
137,0.6844799724627654,0.6294038613830557,1.087505200490326,[0.74435472 0.07702663 0.17861865]
138,0.7212471688480909,0.7321058685801529,0.9851678559097998,[0.29162798 0.30042389 0.40794813]
139,0.7309460747953225,0.7123729482095196,1.0260721952349323,[0.45528503 0.05996221 0.48475276]
140,0.6901431780229371,0.6828666368996043,1.010655874412565,[0.42860442 0.3716274  0.19976818]
141,0.6791522012474883,0.6670119545599833,1.0182009431832653,[0.49540528 0.37732948 0.12726524]
142,0.7247220195688214,0.8025300457455201,0.903046587988593,[0.01467872 0.56919013 0.41613116]
143,0.751924505092111,0.8201461248234057,0.9168177259314806,[0.0616075  0.33058883 0.60780367]
144,0.6990071763542205,0.6966833289672517,1.0033355863278852,[0.38047069 0.3609583  0.25857101]
145,0.6914980173906278,0.7120795878606914,0.9710965307517141,[0.29876745 0.49953294 0.20169961]
146,0.743408214286037,0.7551360126435165,0.9844692900866643,[0.31038565 0.12663835 0.56297601]
147,0.7949964891666221,0.901275898982,0.8820789394951962,[0.03179683 0.06290677 0.90529639]
148,0.7395749645486119,0.8149609472377439,0.9074974292392196,[0.02069384 0.4596488  0.51965737]
149,0.7152168827514401,0.7475339129683307,0.9567684761102475,[0.20115325 0.43800202 0.36084473]
150,0.6750454389714396,0.6162222905647669,1.0954576770547548,[0.84016605 0.04123463 0.11859931]
151,0.7100421717697383,0.6885138526616988,1.031267808229005,[0.46078469 0.19935984 0.33985547]
152,0.6689412914770092,0.633891971436283,1.0552922605429296,[0.68559937 0.24711035 0.06729028]
153,0.6997806421500435,0.7291886215947238,0.9596702710742175,[0.23963052 0.50453963 0.25582985]
154,0.7111632659386743,0.7195695425710744,0.9883176313961762,[0.30978338 0.35127283 0.33894379]
155,0.7229962243182502,0.6996639425446601,1.0333478408058747,[0.47222611 0.0972707  0.43050318]
156,0.7376795148176358,0.7407085522401515,0.9959106217778169,[0.34446118 0.13039544 0.52514337]
157,0.7332112276139021,0.7552179744451082,0.9708604037829272,[0.24340907 0.26830954 0.48828139]
158,0.6892251564169147,0.6710028527397096,1.0271568199789365,[0.48682857 0.31642604 0.19674539]
159,0.7077966725894842,0.7024158236167737,1.0076604894021384,[0.3792051  0.30123838 0.31955651]
160,0.6926159583849044,0.694195806840143,0.9977242034024524,[0.37904427 0.40686508 0.21409065]
161,0.7254276216784662,0.7559707215484781,0.9595975095339015,[0.20251211 0.36563344 0.43185445]
162,0.7749180901591874,0.8578450586536136,0.9033310646743365,[0.05528286 0.17754722 0.76716992]
163,0.7301671215352525,0.7162626128204065,1.0194125848061435,[0.42579596 0.09656142 0.47764262]
164,0.6836055256988786,0.693474433936859,0.985768893912996,[0.3723969  0.47648862 0.15111448]
165,0.6932492332039524,0.6905530666548415,1.0039043582300946,[0.39715452 0.38331223 0.21953324]
166,0.7963226482789909,0.8969608794767419,0.8878008690228942,[0.06804889 0.01535363 0.91659747]
167,0.7423820550834384,0.8082507084803059,0.9185046759554155,[0.06023757 0.39832668 0.54143575]
168,0.6943952250040348,0.7713590565248588,0.9002230791616516,[0.07389036 0.71723971 0.20886993]
169,0.7448644942749015,0.8236816502451874,0.9043111426036696,[0.01017998 0.43402336 0.55579666]
170,0.7281336261456701,0.7643746322202647,0.9525873772533162,[0.17785588 0.37291226 0.44923186]
171,0.7289660064776333,0.7768260863203553,0.9383902257075015,[0.12917836 0.41861191 0.45220973]
172,0.6666444913657321,0.6887299638421317,0.9679330454084005,[0.39881432 0.56637324 0.03481244]
173,0.6905515000092348,0.6832292425446578,1.0107171312476404,[0.42751616 0.36994184 0.20254199]
174,0.6812524931825573,0.6951588305057679,0.9799954532504566,[0.36398334 0.50173283 0.13428382]
175,0.7140491833850475,0.746632508657541,0.9563596215076692,[0.20135294 0.44590254 0.35274452]
176,0.7566711635480188,0.8381765834280981,0.9027586531387856,[0.01377956 0.34819844 0.63802199]
177,0.7188702220488419,0.6917212165898721,1.03924847873369,[0.49220081 0.1048075  0.40299169]
178,0.689582813020541,0.7693805548017942,0.8962831315618439,[0.07876873 0.74551089 0.17572037]
179,0.7118804402424094,0.7144038909876098,0.9964677533576812,[0.33637329 0.31816896 0.34545774]
180,0.6663412242003359,0.6257187405345458,1.0649213153358437,[0.74562336 0.2016902  0.05268644]
181,0.7054794732138503,0.7033234278600725,1.0030655105011044,[0.36702087 0.33022159 0.30275754]
182,0.7356236001933674,0.7202447258894357,1.0213522900635479,[0.44638381 0.03688266 0.51673352]
183,0.7833739893637142,0.8681890918402231,0.902308030273988,[0.08095636 0.0916536  0.82739005]
184,0.6765385103817634,0.6790466090797378,0.9963064410241685,[0.43608293 0.45822622 0.10569085]
185,0.7005762020586253,0.6594018317188348,1.062442001764634,[0.59099242 0.12740815 0.28159943]
186,0.7419809919292182,0.8123037671605331,0.9134279833797481,[0.04195794 0.42044554 0.53759652]
187,0.7251029868692523,0.7401063485490056,0.9797281002802264,[0.27219173 0.29419452 0.43361374]
188,0.7410039352400858,0.8088515967198284,0.9161185293385236,[0.0512773  0.41737663 0.53134607]
189,0.7055430865368328,0.7697140654985435,0.9166301074150865,[0.09220307 0.62043057 0.28736636]
190,0.6817966511949277,0.69384801976136,0.9826311119680399,[0.36990506 0.49168983 0.13840512]
191,0.6859243029022598,0.7080660128612307,0.9687293139950353,[0.31083071 0.52549387 0.16367542]
192,0.7325328444536847,0.7617606766222935,0.961631214283458,[0.20987412 0.3084891  0.48163678]
193,0.7291506454264542,0.7256762218236826,1.0047878427021353,[0.3662378  0.16661211 0.46715009]
194,0.7140036088245676,0.7201115787058187,0.9915180229538479,[0.31755159 0.32332593 0.35912248]
195,0.6685784881199723,0.6689869232377802,0.9993894721950153,[0.48743446 0.45921244 0.0533531 ]
196,0.6702602450354622,0.6986520238391731,0.9593620603176746,[0.35265091 0.59007854 0.05727055]
197,0.7187812260917422,0.7153202197389597,1.0048384014002087,[0.36144629 0.24371341 0.39484029]
198,0.7029109236990895,0.7251216035122979,0.9693697171541631,[0.26260148 0.45849997 0.27889856]
199,0.6763949697011191,0.670348502650951,1.0090198859641766,[0.47781309 0.415089   0.10709791]
200,0.69376355801316,0.7638927224871425,0.9081950090509433,[0.10013426 0.69387185 0.20599389]
201,0.7347456851649473,0.7365837142606664,0.9975046568908139,[0.34555815 0.14961585 0.504826  ]
202,0.7567209302112183,0.7780925596660505,0.9725333070091241,[0.29956216 0.04560533 0.65483251]
203,0.7499125466848588,0.7967772957035492,0.9411821229452716,[0.15193208 0.24903695 0.59903097]
204,0.6963825063580421,0.6859898640318213,1.0151498482282804,[0.42589355 0.33115141 0.24295504]
205,0.7083932844874399,0.7029591829314026,1.0077303230229906,[0.37868939 0.2976393  0.32367131]
206,0.6796076197405762,0.725255887673467,0.9370590867185856,[0.2406616  0.64358604 0.11575236]
207,0.6879114272261401,0.7921905901247961,0.8683660672083613,[5.63389853e-04 8.39832579e-01 1.59604031e-01]
208,0.7219562021593264,0.7740784682074072,0.9326653973869286,[0.11489645 0.48241199 0.40269157]
209,0.7504006350641389,0.7642226199318223,0.9819136668986369,[0.31895081 0.06900513 0.61204406]
210,0.7006555999500885,0.6998735889816277,1.0011173603073074,[0.36955188 0.36105499 0.26939313]
211,0.725656556863617,0.7564287073229022,0.9593191662857536,[0.20149256 0.36512138 0.43338606]
212,0.6759302350408319,0.6947018247925566,0.9729789255162385,[0.36600554 0.53656652 0.09742794]
213,0.7190970229755608,0.6996613884749897,1.0277786295209654,[0.44676611 0.1512843  0.40194959]
214,0.6836905363852567,0.6488870160676034,1.0536357169366253,[0.60181778 0.23325956 0.16492266]
215,0.7250687977061605,0.7599096776578947,0.9541512880068632,[0.18414065 0.387556   0.42830335]
216,0.6864931211432189,0.7267344510363196,0.9446271883275703,[0.2355121  0.60120038 0.16328752]
217,0.702499444655149,0.680222118217763,1.0327500765422837,[0.47451255 0.23723849 0.28824896]
218,0.703322617588082,0.6728523919615734,1.0452851561360708,[0.51966082 0.18377072 0.29656846]
219,0.7163781422290028,0.7668359560423418,0.9341999896904248,[0.12668357 0.50869514 0.36462128]
220,0.7168079232899267,0.6811921786863829,1.0522844297364446,[0.54509355 0.06319371 0.39171273]
221,0.7141935880245996,0.7332579633202179,0.9740004524338283,[0.25878796 0.38415537 0.35705667]
222,0.7155734405361796,0.7084639811653326,1.010035032916074,[0.38086757 0.2454569  0.37367553]
223,0.6831443142771452,0.7118305304418481,0.9597007785731011,[0.29406362 0.56253884 0.14339754]
224,0.7204071472280122,0.752945438938412,0.9567853259642877,[0.19586127 0.40754342 0.3965953 ]
225,0.6810040930491594,0.6752224267859119,1.0085626099399105,[0.45556987 0.40659531 0.13783483]
226,0.7198062531026211,0.7447879137276575,0.9664580209149698,[0.228575   0.37711922 0.39430578]
227,0.6821049931002497,0.6667933308539654,1.0229631304600402,[0.49871719 0.35331446 0.14796835]
228,0.6799520512944849,0.6710023239552244,1.0133378484988045,[0.47573142 0.39258045 0.13168813]
229,0.6794983242295258,0.6559802013479145,1.0358518791166047,[0.55446783 0.31245973 0.13307244]
230,0.6789453468850977,0.7598210787778915,0.8935595047943712,[0.11377654 0.78238197 0.10384149]
231,0.739560782411744,0.8066081854280855,0.916877358514831,[0.05368415 0.42485633 0.52145952]
232,0.7148091528658403,0.7752848161651071,0.9219955530686058,[0.09008008 0.55830685 0.35161307]
233,0.7572283198897961,0.8065377570805716,0.938862828481507,[0.15740379 0.19242917 0.65016705]
234,0.6869667474541513,0.6690267015383718,1.026815141868819,[0.49326705 0.32530522 0.18142773]
235,0.7095888524472659,0.7089297941515452,1.0009296524157367,[0.35405931 0.31538309 0.33055761]
236,0.6920992639061941,0.7126811417943693,0.9711204959957904,[0.29692895 0.49730065 0.20577039]
237,0.7052574359637725,0.7671751153851544,0.9192913349512171,[0.10113624 0.61296707 0.28589668]
238,0.6806232965150272,0.6631593586902148,1.026334451283783,[0.516419   0.34488577 0.13869523]
239,0.7135870186106968,0.719042579535846,0.9924127428883684,[0.32096147 0.32261353 0.35642499]
240,0.6702334294085901,0.6318057422683151,1.0608219972840252,[0.70005069 0.22285028 0.07709903]
241,0.718134145790852,0.7507910444890107,0.9565033454542802,[0.19698841 0.42214132 0.38087027]
242,0.6977167000388197,0.6787130377802163,1.0279995538626403,[0.46670147 0.27872411 0.25457442]
243,0.6882104341485336,0.7434515773819663,0.925696380350739,[0.17221797 0.65621133 0.1715707 ]
244,0.681507720171728,0.7055440216365164,0.9659322441581519,[0.31970584 0.5467883  0.13350586]
245,0.7091827405178027,0.7516308084660217,0.943525375130844,[0.16832613 0.51463808 0.3170358 ]
246,0.7242418347907221,0.7972644183569904,0.9084085757686844,[0.03285696 0.55330031 0.41384274]
247,0.713308509038574,0.6660476873967703,1.0709571139365732,[0.62659543 0.00130582 0.37209875]
248,0.6912653227209308,0.6741707189852794,1.0253564909514035,[0.47432851 0.31547375 0.21019774]
249,0.7141842426741305,0.7099429785835867,1.0059740911854718,[0.36722071 0.2695404  0.36323889]
250,0.6686109486844305,0.6637012778935683,1.007397410483289,[0.51358145 0.43133355 0.055085  ]
251,0.6993961220646308,0.716390048847763,0.9762783879948288,[0.29256757 0.45122388 0.25620855]
252,0.7357558399802581,0.7778355541555823,0.9459015289921969,[0.15525239 0.34386841 0.5008792 ]
253,0.6935049207691757,0.6470601610747564,1.0717781166086247,[0.64329158 0.12121828 0.23549014]
254,0.6854359270886934,0.6618941838231424,1.0355672308971993,[0.52911151 0.29802988 0.17285862]
255,0.6972426201110346,0.6831506213751617,1.0206279527456275,[0.44235775 0.30776367 0.24987859]
256,0.7235224157022627,0.7332232500700918,0.9867696034367408,[0.29695615 0.27898318 0.42406067]
257,0.6819895292205062,0.6326754519678219,1.0779452989669533,[0.70950336 0.13118636 0.15931028]
258,0.6966235931368405,0.654693374673715,1.0640455823827797,[0.60413021 0.14097122 0.25489856]
259,0.7648409029965684,0.7945797767007611,0.9625728283349044,[0.28726413 0.00220448 0.71053139]
260,0.724811766451011,0.6987783410596528,1.0372556272306326,[0.49120513 0.06458613 0.44420874]
261,0.7033397740930465,0.7239802083751709,0.9714903335155423,[0.26838527 0.44940383 0.28221089]
262,0.7090131453533287,0.7154419193871486,0.991014261452101,[0.32155463 0.35375974 0.32468562]
263,0.7072617833982671,0.6890939976222147,1.0263647424571134,[0.44528935 0.23506257 0.31964808]
264,0.6628904781547482,0.6444802443840554,1.0285660172381046,[0.62385743 0.3544429  0.02169967]
265,0.7208333932937292,0.7003842661596494,1.0291970110154052,[0.45337959 0.13222768 0.41439274]
266,0.7125563331245963,0.7254512028865978,0.9822250349703849,[0.28787165 0.36476968 0.34735867]
267,0.6911212931347164,0.6578078900447454,1.0506430579415897,[0.56504649 0.22052977 0.21442374]
268,0.7428574401977371,0.7826611853762582,0.9491430699231805,[0.17234841 0.27645441 0.55119718]
269,0.6973670471780596,0.7014945017619381,0.9941161982403119,[0.35441502 0.39990868 0.2456763 ]
270,0.7163130154042687,0.7163582975624958,0.9999367883943256,[0.34490331 0.27835553 0.37674117]
271,0.6975569232503348,0.7382696915825872,0.9448537996392908,[0.19989406 0.56201303 0.2380929 ]
272,0.7327499067973797,0.7465701349674847,0.9814883725951522,[0.2820158  0.23068324 0.48730096]
273,0.6755842177095589,0.7248401053563468,0.9320458577239285,[0.24389058 0.66812058 0.08798883]
274,0.7144372123104941,0.730670975595386,0.9777823893009246,[0.27104657 0.36949811 0.35945532]
275,0.729277870247982,0.7625349399237117,0.9563861694271256,[0.19083884 0.35123254 0.45792862]
276,0.7288490888078598,0.7195845823371306,1.01287479845752,[0.39739812 0.13575139 0.46685049]
277,0.6956834126634643,0.6700063245888696,1.0383236502884519,[0.50788038 0.24929749 0.24282212]
278,0.7586972368370221,0.8148964528720304,0.9310351446040301,[0.12893267 0.2123364  0.65873093]
279,0.6773881204220069,0.6482495873256973,1.0449495590371578,[0.59727089 0.28184971 0.1208794 ]
280,0.7145849707312669,0.7709075835997571,0.9269398640424688,[0.10620468 0.54281059 0.35098472]
281,0.7215331742921319,0.7114963701227494,1.0141066133164545,[0.39576111 0.18830453 0.41593436]
282,0.6821566647582852,0.6520244137876531,1.0462133784156822,[0.58028322 0.26669021 0.15302657]
283,0.7071587227818724,0.709575970756191,0.9965933908785798,[0.34278892 0.3441843  0.31302679]
